@relation iots-weka.filters.unsupervised.instance.RemoveWithValues-S100.0-C11-Lfirst-last-V-weka.filters.unsupervised.instance.RemoveWithValues-S100.0-C12-Lfirst-last-V-weka.filters.unsupervised.attribute.Remove-R1-8-weka.filters.unsupervised.attribute.NumericToNominal-R1-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.Remove-R10-14

@attribute decision {0,1}
@attribute comfort numeric
@attribute useful numeric
@attribute risk numeric
@attribute appropriate numeric
@attribute expected numeric
@attribute default numeric
@attribute framing numeric
@attribute ask.reason numeric
@attribute whof {assis,tv,hvac,wash,secu,refr,light,alarm}
@attribute purposef {preshouse,lochouse,opauto,alert}
@attribute collectionf {remrecoshr,remshr,remserv,remoptishr,reminsi,remreco,locopti,reminsishr,locinsi,remopti,locally,locreco}
@attribute whatf {coalarm,locsens,colight,coassis,cohvac,cowash,micro,cotv,watch,corefri,cam,cosecu}
@attribute cstore {share,remserv,locally}
@attribute caction {reco,nothing,opti,insight}

@data
0,-2,-1,-1,-2,-1,0,1,0,refr,lochouse,remrecoshr,corefri,share,reco
1,3,3,3,3,2,2,0,0,light,opauto,remoptishr,coalarm,share,opti
1,3,3,3,3,3,2,0,1,hvac,alert,remreco,coassis,remserv,reco
1,2,3,2,3,3,2,0,0,tv,opauto,locinsi,corefri,locally,insight
0,0,2,1,2,3,2,0,1,alarm,alert,locreco,cohvac,locally,reco
1,3,3,3,3,3,2,0,1,assis,alert,reminsishr,locsens,share,insight
1,3,3,0,2,3,2,0,0,assis,lochouse,locopti,cosecu,locally,opti
1,3,3,2,3,3,2,0,0,refr,opauto,reminsi,colight,remserv,insight
1,2,1,3,3,2,2,0,1,light,preshouse,locally,watch,locally,nothing
1,1,3,2,2,3,2,0,0,alarm,lochouse,remshr,micro,share,nothing
1,1,0,-2,2,1,2,0,0,tv,preshouse,remrecoshr,cam,share,reco
1,3,3,2,3,3,2,0,0,secu,lochouse,remopti,cowash,remserv,opti
1,3,3,1,3,3,2,0,0,wash,preshouse,remserv,cotv,remserv,nothing
0,-3,-3,-3,-3,-3,2,0,0,refr,opauto,remshr,cosecu,share,nothing
0,-3,-3,-3,-3,-3,2,0,1,tv,lochouse,locally,corefri,locally,nothing
0,-1,0,0,-1,-1,2,0,0,hvac,opauto,remopti,coassis,remserv,opti
0,-3,-3,-3,-3,1,2,0,0,secu,lochouse,remrecoshr,watch,share,reco
0,-2,-2,-3,-2,-2,2,0,0,wash,alert,reminsi,cotv,remserv,insight
0,-2,-2,0,-1,-3,2,0,1,refr,preshouse,locreco,colight,locally,reco
0,-3,-3,-3,-3,-3,2,0,1,alarm,preshouse,reminsishr,micro,share,insight
0,-2,-2,0,-1,-2,2,0,0,secu,alert,locinsi,cowash,locally,insight
0,-3,-3,-3,-3,-3,2,0,0,tv,alert,remoptishr,cam,share,opti
0,-3,-3,-3,-3,-3,2,0,0,assis,lochouse,remserv,locsens,remserv,nothing
0,-3,-3,-3,-3,-3,2,0,1,light,preshouse,remreco,coalarm,remserv,reco
0,-3,-3,-3,-3,-3,2,0,0,alarm,opauto,locopti,cohvac,locally,opti
0,0,-3,0,0,0,1,1,0,wash,lochouse,locally,micro,locally,nothing
1,2,3,2,2,3,1,1,0,light,preshouse,reminsishr,coalarm,share,insight
1,3,2,3,3,3,1,1,1,secu,alert,reminsi,cowash,remserv,insight
1,3,3,3,3,3,1,1,0,light,opauto,locopti,watch,locally,opti
0,-3,-2,-3,-3,-3,1,1,1,tv,opauto,remshr,cam,share,nothing
0,-3,-2,-3,-3,-3,1,1,0,assis,lochouse,remrecoshr,locsens,share,reco
0,-3,-3,0,0,0,1,1,1,wash,alert,remoptishr,cotv,share,opti
0,0,-3,0,0,0,1,1,0,alarm,opauto,remopti,cohvac,remserv,opti
1,1,2,1,1,1,1,1,0,tv,preshouse,locreco,corefri,locally,reco
1,2,3,3,3,3,1,1,0,hvac,lochouse,remserv,coassis,remserv,nothing
1,3,3,3,3,2,1,1,1,assis,alert,locinsi,cosecu,locally,insight
0,0,-3,2,-3,-2,1,1,0,refr,preshouse,remreco,colight,remserv,reco
0,-2,-1,-1,-1,1,0,2,0,hvac,opauto,remreco,cam,remserv,reco
0,-3,-2,-3,-3,-1,0,2,1,light,lochouse,remoptishr,watch,share,opti
0,-2,-2,-1,-2,1,0,2,1,tv,lochouse,locinsi,coassis,locally,insight
0,-1,1,-1,1,2,0,2,0,assis,preshouse,locopti,colight,locally,opti
0,-3,-1,-3,-3,-1,0,2,0,tv,alert,remrecoshr,corefri,share,reco
0,-1,1,-1,1,1,0,2,0,secu,preshouse,remopti,coalarm,remserv,opti
0,-3,-1,-3,-3,-1,0,2,1,alarm,preshouse,remshr,cohvac,share,nothing
0,1,1,1,1,1,0,2,0,wash,alert,remserv,micro,remserv,nothing
0,-3,-1,-3,-3,-1,0,2,0,assis,opauto,reminsishr,cosecu,share,insight
0,-1,-1,-1,-1,2,0,2,0,alarm,opauto,locreco,cotv,locally,reco
0,-1,-1,-1,-1,1,0,2,1,refr,lochouse,reminsi,locsens,remserv,insight
0,-1,-2,0,-2,-2,0,2,0,light,alert,locally,cowash,locally,nothing
0,-1,2,-1,0,0,0,1,1,secu,preshouse,remoptishr,coassis,share,opti
1,3,2,3,3,3,0,1,0,alarm,opauto,remserv,colight,remserv,nothing
1,3,0,3,3,3,0,1,0,light,alert,remopti,corefri,remserv,opti
1,3,3,3,3,3,0,1,0,secu,opauto,locally,cam,locally,nothing
1,3,0,3,2,2,0,1,0,wash,lochouse,locreco,cosecu,locally,reco
1,3,3,3,3,3,0,1,1,hvac,preshouse,locinsi,watch,locally,insight
1,3,3,3,3,3,0,1,0,refr,alert,locopti,micro,locally,opti
1,2,3,2,2,2,0,1,1,assis,preshouse,reminsi,cohvac,remserv,insight
0,-1,1,-2,-1,-1,0,1,0,hvac,opauto,remrecoshr,coalarm,share,reco
0,-1,1,-1,0,0,0,1,1,wash,alert,remshr,locsens,share,nothing
1,1,1,2,1,1,0,1,0,tv,lochouse,remreco,cowash,remserv,reco
0,-1,0,-2,-1,-1,0,1,0,refr,lochouse,reminsishr,cotv,share,insight
1,3,3,3,3,3,0,0,0,hvac,preshouse,remserv,cohvac,remserv,nothing
1,3,3,3,3,3,0,0,0,refr,alert,remreco,corefri,remserv,reco
1,3,3,3,3,3,0,0,0,assis,preshouse,remrecoshr,coassis,share,reco
1,3,3,3,3,3,0,0,0,alarm,lochouse,remopti,watch,remserv,opti
1,-1,3,1,-1,2,0,0,1,assis,opauto,locinsi,cam,locally,insight
1,3,3,3,0,3,0,0,1,secu,opauto,reminsi,cosecu,remserv,insight
1,3,3,2,-2,-2,0,0,1,tv,lochouse,remshr,cotv,share,nothing
1,3,3,3,3,3,0,0,0,wash,preshouse,locally,coalarm,locally,nothing
1,1,1,2,-2,-2,0,0,0,light,lochouse,locopti,locsens,locally,opti
1,3,3,3,3,3,0,0,0,light,alert,reminsishr,colight,share,insight
1,3,3,3,3,3,0,0,1,wash,opauto,remoptishr,cowash,share,opti
0,-2,-2,-2,-2,2,0,0,0,tv,alert,locreco,micro,locally,reco
1,3,3,3,3,3,1,2,0,tv,opauto,locally,micro,locally,nothing
1,-1,1,-1,-1,-3,1,2,0,light,lochouse,remreco,colight,remserv,reco
1,3,3,3,3,3,1,2,1,secu,preshouse,locinsi,cosecu,locally,insight
0,-2,0,-1,-1,-2,1,2,1,tv,preshouse,remoptishr,cotv,share,opti
0,-3,1,-2,-2,2,1,2,0,secu,opauto,remrecoshr,locsens,share,reco
1,2,1,2,1,0,1,2,1,refr,alert,remshr,cam,share,nothing
1,2,2,2,2,2,1,2,0,refr,lochouse,locreco,corefri,locally,reco
1,3,3,3,2,2,1,2,0,alarm,alert,locopti,watch,locally,opti
1,2,2,3,3,3,1,2,0,hvac,alert,remopti,cohvac,remserv,opti
1,-3,-3,-3,-3,-2,1,2,0,alarm,lochouse,reminsishr,coalarm,share,insight
0,0,0,1,1,-1,1,2,1,wash,preshouse,reminsi,cowash,remserv,insight
1,1,1,2,1,1,1,2,0,assis,opauto,remserv,coassis,remserv,nothing
0,-1,1,-1,1,1,0,2,1,tv,alert,locally,micro,locally,nothing
0,-2,1,-1,1,1,0,2,0,hvac,preshouse,remopti,cohvac,remserv,opti
0,-1,-1,-1,1,1,0,2,1,light,opauto,remreco,colight,remserv,reco
0,-2,1,-2,1,1,0,2,0,tv,lochouse,remoptishr,cotv,share,opti
0,-2,-2,-2,-2,-2,0,2,0,refr,preshouse,remshr,cam,share,nothing
1,2,2,1,1,1,0,2,1,refr,opauto,locreco,corefri,locally,reco
0,-1,1,-1,1,1,0,2,0,assis,alert,remserv,coassis,remserv,nothing
1,1,1,1,1,1,0,2,0,alarm,preshouse,locopti,watch,locally,opti
0,-2,-2,-1,-1,1,0,2,0,wash,lochouse,reminsi,cowash,remserv,insight
0,-2,1,-2,0,1,0,2,1,alarm,opauto,reminsishr,coalarm,share,insight
1,2,2,2,2,2,0,2,0,secu,lochouse,locinsi,cosecu,locally,insight
1,-2,-2,-1,-2,-2,0,2,0,secu,alert,remrecoshr,locsens,share,reco
0,-2,-2,-2,-2,-3,2,1,0,hvac,alert,locinsi,cam,locally,insight
0,-2,-2,-2,-2,-3,2,1,1,secu,lochouse,locally,coalarm,locally,nothing
0,-2,-3,0,-2,-3,2,1,0,secu,alert,remoptishr,cowash,share,opti
1,1,1,-1,1,-2,2,1,0,alarm,lochouse,remserv,cohvac,remserv,nothing
1,2,2,1,1,-1,2,1,0,light,opauto,remopti,watch,remserv,opti
1,1,1,-1,2,1,2,1,1,wash,preshouse,locreco,micro,locally,reco
1,2,1,2,2,2,2,1,0,refr,opauto,locopti,locsens,locally,opti
1,2,2,-1,2,2,2,1,0,assis,alert,reminsi,cosecu,remserv,insight
0,1,2,2,2,2,2,1,0,wash,opauto,remshr,cotv,share,nothing
0,-1,-2,-1,-2,-3,2,1,1,tv,preshouse,remreco,corefri,remserv,reco
1,-1,-1,1,1,-3,2,1,1,refr,preshouse,reminsishr,colight,share,insight
1,2,2,1,2,2,2,1,0,hvac,lochouse,remrecoshr,coassis,share,reco
1,3,3,2,3,3,2,1,1,wash,opauto,remserv,cowash,remserv,nothing
0,-1,0,-1,0,0,2,1,0,hvac,lochouse,remreco,cohvac,remserv,reco
0,0,0,1,0,1,2,1,0,alarm,lochouse,locreco,watch,locally,reco
0,-3,-1,-3,-2,-2,2,1,1,tv,opauto,remrecoshr,cotv,share,reco
0,-2,-2,-2,-2,-1,2,1,0,refr,preshouse,reminsi,corefri,remserv,insight
1,2,2,2,1,1,2,1,1,assis,alert,locopti,cam,locally,opti
0,-2,-1,-2,-2,-2,2,1,0,light,preshouse,remoptishr,colight,share,opti
1,1,1,-1,-1,0,2,1,1,secu,alert,remopti,cosecu,remserv,opti
0,-1,-1,-2,-2,-1,2,1,0,alarm,alert,remshr,coalarm,share,nothing
1,1,1,2,1,1,2,1,0,light,opauto,locally,locsens,locally,nothing
1,2,2,2,1,1,2,1,0,tv,preshouse,locinsi,micro,locally,insight
0,-2,0,-2,-2,-1,2,1,0,assis,lochouse,reminsishr,coassis,share,insight
0,-3,1,-3,-3,-3,1,1,0,alarm,preshouse,reminsishr,cam,share,insight
0,-3,3,-1,3,-3,1,1,1,refr,opauto,remshr,watch,share,nothing
0,-3,2,-3,2,-2,1,1,1,tv,alert,remoptishr,locsens,share,opti
0,-2,3,-2,2,-3,1,1,0,assis,lochouse,remserv,coalarm,remserv,nothing
1,2,2,1,2,-3,1,1,0,alarm,opauto,locopti,corefri,locally,opti
1,3,3,2,2,-2,1,1,1,secu,alert,locinsi,cohvac,locally,insight
1,-3,2,-3,3,0,1,1,0,hvac,opauto,remopti,colight,remserv,opti
0,-3,2,-3,2,0,1,1,0,light,preshouse,remreco,cotv,remserv,reco
1,-3,3,-3,2,-1,1,1,1,wash,alert,reminsi,coassis,remserv,insight
1,2,2,2,2,-1,1,1,0,refr,preshouse,locreco,cowash,locally,reco
1,-3,2,-3,-2,-2,1,1,0,secu,lochouse,remrecoshr,micro,share,reco
1,2,2,2,2,-2,1,1,0,tv,lochouse,locally,cosecu,locally,nothing
0,3,-2,3,3,3,2,0,0,assis,preshouse,remserv,cosecu,remserv,nothing
0,3,-2,2,2,3,2,0,0,alarm,lochouse,locopti,cotv,locally,opti
0,3,-2,2,2,3,2,0,0,tv,opauto,remoptishr,corefri,share,opti
0,3,3,3,3,3,2,0,0,refr,lochouse,remshr,colight,share,nothing
0,3,-2,2,2,3,2,0,0,secu,opauto,locinsi,coalarm,locally,insight
0,3,-2,2,3,3,2,0,1,tv,preshouse,locally,coassis,locally,nothing
0,3,-2,2,2,2,2,0,1,refr,alert,locreco,locsens,locally,reco
0,3,0,2,2,3,2,0,1,alarm,alert,reminsishr,cohvac,share,insight
0,3,-2,2,2,3,2,0,0,wash,opauto,reminsi,micro,remserv,insight
0,3,2,2,2,3,2,0,0,hvac,lochouse,remopti,cam,remserv,opti
0,3,-2,2,3,3,2,0,1,light,alert,remreco,watch,remserv,reco
0,3,-2,3,3,3,2,0,0,secu,preshouse,remrecoshr,cowash,share,reco
0,-2,1,-2,-1,0,0,0,0,alarm,alert,locreco,micro,locally,reco
0,-3,1,-3,-3,-2,0,0,1,alarm,lochouse,remshr,cotv,share,nothing
1,-1,1,-1,0,0,0,0,0,wash,preshouse,remserv,cohvac,remserv,nothing
1,0,1,-1,0,-1,0,0,1,tv,opauto,locinsi,cam,locally,insight
0,-2,0,-2,-2,-3,0,0,0,hvac,alert,remreco,corefri,remserv,reco
0,-3,-2,-3,-3,-2,0,0,0,tv,preshouse,remrecoshr,coassis,share,reco
1,2,2,1,2,2,0,0,0,light,preshouse,locally,coalarm,locally,nothing
1,1,2,1,3,2,0,0,0,assis,lochouse,locopti,locsens,locally,opti
0,-2,1,-2,2,2,0,0,0,secu,lochouse,remopti,watch,remserv,opti
0,-3,-2,-3,-3,-2,0,0,0,assis,alert,reminsishr,colight,share,insight
0,-2,1,-2,-1,0,0,0,1,light,opauto,remoptishr,cowash,share,opti
0,-2,1,-2,-1,0,0,0,1,refr,opauto,reminsi,cosecu,remserv,insight
1,0,2,3,0,2,1,0,1,secu,opauto,locinsi,colight,locally,insight
1,3,3,3,2,3,1,0,0,refr,alert,locreco,coassis,locally,reco
1,0,1,2,-1,2,1,0,1,refr,lochouse,remshr,corefri,share,nothing
1,3,3,3,3,3,1,0,0,secu,preshouse,remrecoshr,cosecu,share,reco
0,2,-3,3,-2,1,1,0,0,light,alert,remreco,locsens,remserv,reco
1,2,2,-1,2,2,1,0,0,alarm,alert,reminsishr,watch,share,insight
1,3,3,3,3,3,1,0,0,assis,preshouse,remserv,cam,remserv,nothing
1,1,2,1,2,2,1,0,1,tv,opauto,remoptishr,micro,share,opti
1,3,3,3,3,3,1,0,0,hvac,lochouse,remopti,cotv,remserv,opti
0,2,-3,2,0,0,1,0,0,alarm,lochouse,locopti,cowash,locally,opti
1,2,2,2,2,2,1,0,0,tv,preshouse,locally,cohvac,locally,nothing
1,2,3,3,3,3,1,0,1,wash,opauto,reminsi,coalarm,remserv,insight
0,1,-1,0,0,2,2,2,0,wash,opauto,locreco,watch,locally,reco
0,-3,1,-3,-2,-2,2,2,1,light,preshouse,remopti,cosecu,remserv,opti
0,-3,2,-3,-3,-2,2,2,0,refr,opauto,reminsishr,coassis,share,insight
1,3,1,2,2,2,2,2,0,secu,alert,locally,locsens,locally,nothing
0,-2,-1,-2,-2,-2,2,2,0,secu,lochouse,remoptishr,colight,share,opti
0,-3,-2,-3,-2,-3,2,2,0,wash,preshouse,remshr,coalarm,share,nothing
1,1,1,2,2,1,2,2,1,refr,preshouse,locopti,cam,locally,opti
1,2,2,2,2,2,2,2,1,alarm,alert,remserv,cowash,remserv,nothing
1,-3,-2,-3,-3,-3,2,2,1,hvac,alert,remrecoshr,cotv,share,reco
1,1,1,1,1,-1,2,2,0,hvac,lochouse,locinsi,micro,locally,insight
1,1,2,2,2,2,2,2,0,assis,lochouse,reminsi,corefri,remserv,insight
0,-2,-2,-2,-2,-3,2,2,0,tv,opauto,remreco,cohvac,remserv,reco
0,-3,-1,-3,-3,-1,2,1,0,tv,preshouse,reminsi,cowash,remserv,insight
1,0,1,1,1,1,2,1,1,hvac,alert,locopti,watch,locally,opti
0,-3,0,-2,-2,-1,2,1,1,secu,opauto,remserv,coassis,remserv,nothing
0,-3,-2,0,0,1,2,1,0,light,alert,remshr,cam,share,nothing
0,-3,-3,-3,-3,-1,2,1,1,wash,opauto,remrecoshr,locsens,share,reco
0,-1,0,0,0,1,2,1,0,refr,opauto,locally,micro,locally,nothing
0,-3,-1,-2,-2,0,2,1,0,alarm,lochouse,remreco,colight,remserv,reco
0,-3,-3,-3,-3,0,2,1,1,assis,alert,remopti,cohvac,remserv,opti
0,-1,-2,0,-1,0,2,1,0,wash,preshouse,locinsi,cosecu,locally,insight
0,-1,-2,-1,0,0,2,1,0,light,lochouse,locreco,corefri,locally,reco
0,-3,-3,-3,-3,-1,2,1,0,refr,preshouse,remoptishr,cotv,share,opti
0,-3,-3,-3,-3,0,2,1,0,hvac,lochouse,reminsishr,coalarm,share,insight
0,-3,-3,-3,-3,-3,0,2,0,assis,preshouse,remoptishr,cotv,share,opti
0,-1,-2,0,-2,-2,0,2,1,wash,lochouse,remreco,colight,remserv,reco
0,-2,-2,-1,-2,-2,0,2,0,alarm,opauto,remrecoshr,locsens,share,reco
0,-3,-3,-3,-3,-2,0,2,0,secu,alert,remshr,cam,share,nothing
0,-1,-2,-1,-3,-2,0,2,0,hvac,preshouse,reminsi,cowash,remserv,insight
0,-2,-2,0,-3,-2,0,2,0,alarm,preshouse,locinsi,cosecu,locally,insight
0,-3,-3,-1,-3,-3,0,2,1,tv,lochouse,reminsishr,coalarm,share,insight
0,-2,-3,-1,-1,-2,0,2,0,refr,alert,remopti,cohvac,remserv,opti
0,-2,-3,-1,-1,-2,0,2,1,secu,lochouse,locreco,corefri,locally,reco
1,1,1,1,1,1,0,2,0,light,opauto,remserv,coassis,remserv,nothing
0,1,1,1,1,1,0,2,0,tv,alert,locopti,watch,locally,opti
1,1,1,1,1,1,0,2,1,assis,opauto,locally,micro,locally,nothing
1,3,3,2,2,2,2,2,0,hvac,preshouse,remshr,watch,share,nothing
1,1,-1,1,-1,-1,2,2,0,hvac,opauto,locreco,cowash,locally,reco
1,1,1,2,2,2,2,2,1,secu,preshouse,locopti,corefri,locally,opti
0,-2,0,-2,-1,-1,2,2,0,secu,opauto,reminsishr,cam,share,insight
0,0,-1,0,-1,-1,2,2,0,refr,lochouse,locinsi,cohvac,locally,insight
1,1,1,2,2,2,2,2,1,wash,preshouse,remopti,colight,remserv,opti
1,3,3,3,2,2,2,2,0,alarm,alert,locally,cosecu,locally,nothing
1,1,1,1,1,1,2,2,0,assis,opauto,remreco,cotv,remserv,reco
0,-2,-1,-1,-2,-2,2,2,1,refr,alert,remrecoshr,micro,share,reco
0,-2,-2,-2,-1,0,2,2,0,alarm,lochouse,remoptishr,locsens,share,opti
0,2,2,2,2,2,2,2,0,light,lochouse,reminsi,coassis,remserv,insight
1,1,2,2,2,2,2,2,1,tv,alert,remserv,coalarm,remserv,nothing
1,3,2,3,3,2,2,0,1,hvac,opauto,locopti,cowash,locally,opti
1,3,3,3,3,1,2,0,0,light,preshouse,locreco,coassis,locally,reco
0,-2,1,-2,-1,-1,2,0,0,refr,alert,remoptishr,micro,share,opti
0,-3,2,-1,-3,-2,2,0,0,light,opauto,remshr,corefri,share,nothing
0,-2,-1,-1,-3,-1,2,0,0,tv,alert,reminsi,coalarm,remserv,insight
0,-3,-3,-3,-3,0,2,0,1,secu,lochouse,remserv,cam,remserv,nothing
0,-2,-3,-1,-2,-3,2,0,0,alarm,preshouse,remreco,locsens,remserv,reco
0,-1,-3,-1,-2,-3,2,0,0,refr,lochouse,locally,cohvac,locally,nothing
0,-3,3,-2,-3,-2,2,0,1,wash,lochouse,remrecoshr,cosecu,share,reco
1,2,1,2,3,2,2,0,0,wash,alert,locinsi,colight,locally,insight
0,-3,2,-3,-2,1,2,0,0,hvac,preshouse,reminsishr,watch,share,insight
1,1,2,-1,2,3,2,0,1,assis,opauto,remopti,cotv,remserv,opti
1,0,1,0,2,-1,0,0,0,refr,alert,remoptishr,locsens,share,opti
1,1,1,1,1,1,0,0,1,alarm,preshouse,remreco,cotv,remserv,reco
1,2,2,1,2,2,0,0,1,light,preshouse,locreco,cowash,locally,reco
1,2,2,2,2,2,0,0,0,tv,alert,reminsi,coassis,remserv,insight
0,2,2,1,2,2,0,0,0,secu,lochouse,remserv,coalarm,remserv,nothing
1,1,0,1,2,2,0,0,0,light,opauto,remshr,watch,share,nothing
0,0,-1,0,0,1,0,0,0,wash,alert,locinsi,cohvac,locally,insight
1,1,0,1,1,2,0,0,0,hvac,opauto,locopti,corefri,locally,opti
0,1,0,1,2,2,0,0,1,hvac,preshouse,reminsishr,cam,share,insight
1,1,2,2,2,2,0,0,0,assis,opauto,remopti,colight,remserv,opti
0,2,-2,0,0,1,0,0,1,refr,lochouse,locally,cosecu,locally,nothing
0,0,-2,0,0,1,0,0,0,wash,lochouse,remrecoshr,micro,share,reco
1,0,0,-1,-1,0,0,1,0,assis,preshouse,reminsi,corefri,remserv,insight
0,-2,-3,0,-3,-3,0,1,0,wash,alert,remshr,coalarm,share,nothing
1,1,1,2,1,0,0,1,1,wash,lochouse,locreco,watch,locally,reco
0,-2,0,-2,-2,-1,0,1,0,refr,alert,locopti,cam,locally,opti
0,-2,-3,0,-3,-3,0,1,0,alarm,opauto,remserv,cowash,remserv,nothing
1,-1,1,0,0,1,0,1,0,secu,preshouse,remoptishr,colight,share,opti
0,-3,-3,0,-2,-3,0,1,1,tv,lochouse,remreco,cohvac,remserv,reco
1,1,2,2,2,2,0,1,1,secu,opauto,locally,locsens,locally,nothing
0,0,0,0,-1,-1,0,1,0,light,alert,remopti,cosecu,remserv,opti
0,-3,0,-1,-1,-2,0,1,0,hvac,opauto,remrecoshr,cotv,share,reco
1,2,3,1,2,2,0,1,0,hvac,preshouse,locinsi,micro,locally,insight
0,-2,-1,-1,-1,-1,0,1,1,refr,lochouse,reminsishr,coassis,share,insight
0,-1,-1,-2,-1,0,2,2,1,assis,alert,remrecoshr,micro,share,reco
0,-2,-2,-3,-3,0,2,2,0,tv,preshouse,remshr,watch,share,nothing
0,-1,-1,1,1,1,2,2,0,assis,lochouse,locinsi,cohvac,locally,insight
0,-1,0,-1,-1,0,2,2,0,secu,lochouse,reminsi,coassis,remserv,insight
0,-3,-3,-3,-3,-3,2,2,0,refr,opauto,remreco,cotv,remserv,reco
0,-1,-1,-2,-2,-1,2,2,1,alarm,preshouse,remopti,colight,remserv,opti
0,-3,-2,-2,-3,-3,2,2,0,light,opauto,reminsishr,cam,share,insight
0,-2,-3,1,-1,-1,2,2,0,tv,opauto,locreco,cowash,locally,reco
1,1,1,1,1,-1,2,2,1,light,preshouse,locopti,corefri,locally,opti
0,-2,-2,-1,-1,-1,2,2,1,hvac,alert,remserv,coalarm,remserv,nothing
0,-3,-3,-3,-3,-2,2,2,0,wash,lochouse,remoptishr,locsens,share,opti
0,-1,-1,1,0,-1,2,2,0,wash,alert,locally,cosecu,locally,nothing
0,-3,-3,-3,-3,-3,1,1,0,secu,preshouse,remoptishr,cam,share,opti
0,-3,-3,-3,-3,-3,1,1,0,assis,preshouse,reminsi,cotv,remserv,insight
1,2,2,2,0,2,1,1,0,wash,lochouse,locreco,colight,locally,reco
0,0,-2,2,2,-1,1,1,0,hvac,preshouse,locinsi,cowash,locally,insight
1,2,-2,2,2,-3,1,1,0,secu,opauto,locally,corefri,locally,nothing
0,-3,-3,-2,-2,-2,1,1,0,tv,lochouse,remreco,coalarm,remserv,reco
1,2,1,1,1,2,1,1,1,light,alert,remopti,coassis,remserv,opti
0,-3,-3,0,-2,-2,1,1,1,refr,alert,locopti,cohvac,locally,opti
1,2,2,-2,-1,1,1,1,0,wash,alert,remshr,cosecu,share,nothing
0,-3,-3,-3,-3,-2,1,1,0,refr,lochouse,reminsishr,micro,share,insight
1,2,2,2,1,1,1,1,1,hvac,opauto,remrecoshr,watch,share,reco
0,-3,-3,-3,-3,-3,1,1,1,alarm,opauto,remserv,locsens,remserv,nothing
0,-1,-2,-1,-2,-2,0,2,1,refr,opauto,reminsishr,cowash,share,insight
0,-3,-2,-2,-2,-3,0,2,0,wash,preshouse,remshr,coassis,share,nothing
0,-2,-2,-2,-2,-2,0,2,0,assis,lochouse,reminsi,watch,remserv,insight
0,-1,2,-2,1,-2,0,2,0,secu,lochouse,remoptishr,cohvac,share,opti
0,-2,-2,2,-1,-2,0,2,1,wash,opauto,locreco,cam,locally,reco
0,-2,-2,-2,-2,-2,0,2,0,hvac,alert,remrecoshr,colight,share,reco
0,2,-2,2,1,1,0,2,1,tv,opauto,remreco,cosecu,remserv,reco
0,2,-3,2,1,-2,0,2,0,refr,preshouse,locopti,coalarm,locally,opti
0,2,-3,2,-2,-2,0,2,1,secu,alert,locally,cotv,locally,nothing
0,-3,-3,-1,-2,-2,0,2,0,light,preshouse,remopti,micro,remserv,opti
1,2,2,1,-1,-1,0,2,0,hvac,lochouse,locinsi,locsens,locally,insight
0,2,-3,1,-2,-2,0,2,0,alarm,alert,remserv,corefri,remserv,nothing
1,1,2,1,2,2,1,2,0,assis,preshouse,remopti,cosecu,remserv,opti
1,1,2,1,2,2,1,2,0,hvac,preshouse,locopti,cam,locally,opti
0,-1,2,-1,-2,-1,1,2,1,light,preshouse,remshr,coalarm,share,nothing
0,-1,-1,0,-1,1,1,2,0,alarm,opauto,remreco,cohvac,remserv,reco
1,1,-1,1,0,-1,1,2,1,wash,lochouse,locinsi,micro,locally,insight
1,1,2,0,0,1,1,2,0,hvac,opauto,reminsishr,coassis,share,insight
1,2,-1,1,-1,-1,1,2,0,refr,alert,locally,locsens,locally,nothing
0,-1,-2,-1,-1,-2,1,2,0,wash,alert,remrecoshr,cotv,share,reco
1,1,1,1,1,-1,1,2,0,secu,alert,remserv,cowash,remserv,nothing
0,-1,-1,-1,-2,-1,1,2,1,refr,lochouse,remoptishr,colight,share,opti
1,-1,-1,1,0,0,1,2,1,tv,lochouse,reminsi,corefri,remserv,insight
1,1,-1,1,-1,-1,1,2,0,light,opauto,locreco,watch,locally,reco
1,0,-1,3,0,-2,0,0,0,wash,opauto,locopti,corefri,locally,opti
0,-2,-2,-1,0,-2,0,0,1,secu,preshouse,remreco,cotv,remserv,reco
1,1,2,0,0,0,0,0,0,light,alert,locinsi,cohvac,locally,insight
0,-2,-2,-1,0,-2,0,0,0,refr,lochouse,remserv,coalarm,remserv,nothing
1,2,2,2,2,0,0,0,0,alarm,alert,reminsi,coassis,remserv,insight
0,0,0,0,0,-3,0,0,1,assis,preshouse,locreco,cowash,locally,reco
0,-3,-2,-2,0,-3,0,0,1,wash,preshouse,reminsishr,cam,share,insight
0,0,-1,0,-1,0,0,0,0,hvac,alert,remoptishr,locsens,share,opti
0,-3,-2,-2,-2,-3,0,0,0,light,lochouse,remrecoshr,micro,share,reco
1,0,-1,1,0,0,0,0,0,assis,opauto,remshr,watch,share,nothing
1,2,2,0,-1,0,0,0,0,tv,opauto,remopti,colight,remserv,opti
1,2,2,2,0,-2,0,0,1,hvac,lochouse,locally,cosecu,locally,nothing
0,-2,-1,0,0,0,0,0,0,tv,alert,reminsi,corefri,remserv,insight
0,-2,-2,-2,0,0,0,0,0,secu,lochouse,remserv,cowash,remserv,nothing
1,1,0,0,0,1,0,0,1,hvac,preshouse,reminsishr,coassis,share,insight
1,1,1,0,0,1,0,0,0,light,opauto,remshr,coalarm,share,nothing
1,1,1,1,0,0,0,0,0,wash,alert,locinsi,micro,locally,insight
